filial	dt	sku_norm	linha	qtd	valor	margem	custo	vendedor	cliente	ped_app	categorias	sub_categorias
39	03/01/2020	tv55	VD	1	2245,899902	141,2899933	1764,77002	V1056876	O8108084	1	VD - TV 55 - 58	VD - TV 55 - 58
33	23/11/2019	lavaseca210kg	LB	1	2678	321,230011	2683,379883	V8731515	H4345810	0	LB - LAVANDERIA	LB - LAVA & SECA
2B	08/11/2019	cel1	CL	1	2699	354,7600098	2711,179932	V110513	X820534	1	CL - SMARTPHONE	CL - PREMIUM
52	09/11/2019	cel2	CL	1	3484,830078	284,3200073	3401,719971	V1118736	O552455	1	CL - SMARTPHONE	CL - PREMIUM
33	02/12/2019	lavaseca110kg	LB	1	2678,310059	304,769989	2669,72998	V87310487	K5021811	1	LB - LAVANDERIA	LB - LAVA & SECA
38	04/12/2019	cel3	CL	1	3876,090088	627,3400269	3271,219971	V11878786	H4853081	1	CL - SMARTPHONE	CL - PREMIUM
3	29/11/2019	cel4	CL	1	3789,72998	743,0200195	3331,560059	V104313	B81408185	0	CL - SMARTPHONE	CL - PREMIUM
55	15/11/2019	cel5	CL	1	3980,439941	427,7099915	3648,030029	V1106873	H4100281	1	CL - SMARTPHONE	CL - PREMIUM
2	07/12/2019	cel6	CL	1	2815	276,4100037	2535,139893	V87387138	H403431	1	CL - SMARTPHONE	CL - PREMIUM
76	03/01/2020	tv55	VD	1	2468,600098	173,2799988	2455,169922	V87387013	X81813210	1	VD - TV 55 - 58	VD - TV 55 - 58
74	26/11/2019	lavaseca210kg	LB	1	2801,100098	605,0499878	2548,340088	V8731506	H004540	0	LB - LAVANDERIA	LB - LAVA & SECA
5	12/12/2019	cel1	CL	1	2699	239,4400024	2535,139893	V103444	M545003	1	CL - SMARTPHONE	CL - PREMIUM
9D	29/11/2019	cel2	CL	1	3535,169922	541,9099731	3142,060059	V8731161	H458180	0	CL - SMARTPHONE	CL - PREMIUM
60	15/11/2019	lavaseca110kg	LB	1	2936	336,7900085	2604,389893	V1187431	H418558	0	LB - LAVANDERIA	LB - LAVA & SECA
55	30/11/2019	cel3	CL	1	3410,550049	-78,12000275	3647,47998	V111586	N28815815	0	CL - SMARTPHONE	CL - PREMIUM
55	30/11/2019	cel4	CL	1	3505,320068	86,19999695	3647,27002	V111586	B52810381	1	CL - SMARTPHONE	CL - PREMIUM
14	21/11/2019	cel5	CL	1	3274,100098	405,1099854	2744,47998	V000186	Y532304	0	CL - SMARTPHONE	CL - PREMIUM
5B	24/11/2019	cel6	CL	1	2824,01001	360,7799988	2535,139893	V1187540	B88153815	0	CL - SMARTPHONE	CL - PREMIUM
6A	03/01/2020	tv55	VD	1	2499	280,730011	2461,350098	V87387433	H54818138	1	VD - TV 55 - 58	VD - TV 55 - 58
33	30/11/2019	lavaseca210kg	LB	1	2681,820068	90,12999725	2704,709961	V103016	K2322811	0	LB - LAVANDERIA	LB - LAVA & SECA
3D	04/11/2019	cel1	CL	1	2841,949951	464,7399902	2535,139893	V000186	H205038	0	CL - SMARTPHONE	CL - PREMIUM
21	03/01/2020	cel2	CL	1	3182,889893	446,8200073	2769,709961	V108043	L802035	1	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2678	363,7099915	2663,320068	V103530	N085545	0	LB - LAVANDERIA	LB - LAVA & SECA
14	05/12/2019	cel3	CL	1	3499	168,3899994	2744,709961	V000186	H4881540	0	CL - SMARTPHONE	CL - PREMIUM
14	21/11/2019	cel4	CL	1	3274,100098	409,9200134	2744,47998	V000186	N054288	0	CL - SMARTPHONE	CL - PREMIUM
14	21/11/2019	cel5	CL	1	3274,100098	405,1099854	2744,47998	V000186	B515512	0	CL - SMARTPHONE	CL - PREMIUM
66	08/12/2019	cel6	CL	1	2814,610107	212,5500031	2393,439941	V000186	H4058818	0	CL - SMARTPHONE	CL - PREMIUM
33	28/12/2019	tv55	VD	1	2750	330,519989	2455,169922	V1187031	L808848	1	VD - TV 55 - 58	VD - TV 55 - 58
33	28/11/2019	lavaseca210kg	LB	1	2678,310059	317,730011	2703,929932	V1087861	K5381044	1	LB - LAVANDERIA	LB - LAVA & SECA
13	20/11/2019	cel1	CL	1	2815,719971	354,4200134	2535,139893	V103416	X058080	1	CL - SMARTPHONE	CL - PREMIUM
8	03/01/2020	cel2	CL	1	3599,850098	792,3800049	2769,709961	V000186	Y455010	0	CL - SMARTPHONE	CL - PREMIUM
33	08/11/2019	lavaseca110kg	LB	1	2920	363,3399963	2584,48999	V8731551	L81803081	1	LB - LAVANDERIA	LB - LAVA & SECA
14	21/11/2019	cel3	CL	1	3274,100098	427,1499939	2744,659912	V000186	H1548153	0	CL - SMARTPHONE	CL - PREMIUM
14	24/11/2019	cel4	CL	1	3499,810059	516,6500244	2744,47998	V000186	H4385581	0	CL - SMARTPHONE	CL - PREMIUM
14	21/11/2019	cel5	CL	1	3274,100098	405,1199951	2744,47998	V000186	Z8115215	0	CL - SMARTPHONE	CL - PREMIUM
1	07/12/2019	cel6	CL	1	2855,780029	312,0299988	2535,139893	V103135	N488323	1	CL - SMARTPHONE	CL - PREMIUM
6B	02/01/2020	tv55	VD	1	2501,77002	202,3999939	2455,169922	V87387531	H511400	1	VD - TV 55 - 58	VD - TV 55 - 58
66	28/11/2019	lavaseca210kg	LB	1	2678	450,4899902	1932,51001	V1187183	H44081881	0	LB - LAVANDERIA	LB - LAVA & SECA
3	23/12/2019	cel1	CL	1	2737,189941	475,3500061	2141,73999	V1051874	H523328	1	CL - SMARTPHONE	CL - PREMIUM
38	02/01/2020	cel2	CL	1	3013,48999	289,3900146	3000,929932	V103613	N430554	1	CL - SMARTPHONE	CL - PREMIUM
33	25/11/2019	lavaseca110kg	LB	1	2843,830078	168,6000061	2584,48999	V10487387	K484112	1	LB - LAVANDERIA	LB - LAVA & SECA
4D	15/11/2019	cel3	CL	1	3780,919922	437,4100037	3331,560059	V8731603	B8185205	0	CL - SMARTPHONE	CL - PREMIUM
73	29/11/2019	cel4	CL	1	3400	60,04999924	3647,26001	V1058687	X54181815	1	CL - SMARTPHONE	CL - PREMIUM
14	26/11/2019	cel5	CL	1	3599,810059	927,4299927	2744,47998	V105138	H1881525	1	CL - SMARTPHONE	CL - PREMIUM
33	15/11/2019	cel6	CL	1	2841,949951	415,5400085	2535,139893	V000186	X885208	0	CL - SMARTPHONE	CL - PREMIUM
39	03/01/2020	tv55	VD	1	2502,649902	356,3800049	1764,77002	V1118706	X0152810	0	VD - TV 55 - 58	VD - TV 55 - 58
33	28/11/2019	lavaseca210kg	LB	1	2699,100098	206,3300018	2703,929932	V103334	N315301	1	LB - LAVANDERIA	LB - LAVA & SECA
2C	07/12/2019	cel1	CL	1	2826,949951	313,1400146	2535,139893	V1033487	K5028081	1	CL - SMARTPHONE	CL - PREMIUM
38	02/01/2020	cel2	CL	1	3565,419922	362,2200012	3000,929932	V8730315	H545504	1	CL - SMARTPHONE	CL - PREMIUM
25	04/11/2019	lavaseca110kg	LB	1	2949,040039	329,0799866	2716,719971	V87387160	M253551	1	LB - LAVANDERIA	LB - LAVA & SECA
7A	11/11/2019	cel3	CL	1	4382,410156	885,5499878	3696,649902	V873870876	H410032	0	CL - SMARTPHONE	CL - PREMIUM
14	26/12/2019	cel4	CL	1	2899	-64,83000183	2703,830078	V87387164	N453510	1	CL - SMARTPHONE	CL - PREMIUM
86	20/12/2019	cel5	CL	1	3500	219,1199951	3049,699951	V11873187	L555281	1	CL - SMARTPHONE	CL - PREMIUM
46	02/12/2019	cel6	CL	1	2699	239,7299957	2535,139893	V101661	K850013	1	CL - SMARTPHONE	CL - PREMIUM
6A	03/01/2020	tv55	VD	1	2499,399902	207,3600006	2461,350098	V87387433	W014340	1	VD - TV 55 - 58	VD - TV 55 - 58
33	30/11/2019	lavaseca210kg	LB	1	2681,820068	93,93000031	2704,709961	V87387153	L5105818	1	LB - LAVANDERIA	LB - LAVA & SECA
3	16/11/2019	cel1	CL	1	2815,75	372,3200073	2535,139893	V1187015	H420410	1	CL - SMARTPHONE	CL - PREMIUM
83	18/11/2019	cel2	CL	1	3620,790039	400,2600098	3359,159912	V8731113	H423030	0	CL - SMARTPHONE	CL - PREMIUM
74	07/11/2019	lavaseca110kg	LB	1	2833,439941	280,2200012	2550,199951	V103346	B1281553	1	LB - LAVANDERIA	LB - LAVA & SECA
14	24/11/2019	cel3	CL	1	3499,810059	335,9100037	2744,669922	V000186	H4382810	0	CL - SMARTPHONE	CL - PREMIUM
14	26/12/2019	cel4	CL	1	2899	-64,83000183	2703,830078	V1187411	K0181051	1	CL - SMARTPHONE	CL - PREMIUM
31	26/12/2019	cel5	CL	1	3315,040039	276,3399963	3001,840088	V1187455	H0053813	1	CL - SMARTPHONE	CL - PREMIUM
2	06/12/2019	cel6	CL	1	2814,610107	285,9299927	2535,139893	V10338787	H401415	1	CL - SMARTPHONE	CL - PREMIUM
33	08/11/2019	tv55	VD	1	2426,370117	-314,269989	2455,169922	V1038781	L588524	1	VD - TV 55 - 58	VD - TV 55 - 58
33	30/11/2019	lavaseca210kg	LB	1	2678,310059	-62,5	2704,709961	V87387333	M803511	0	LB - LAVANDERIA	LB - LAVA & SECA
1	04/01/2020	cel1	CL	1	2696,27002	429,2399902	2141,73999	V873878751	N031000	1	CL - SMARTPHONE	CL - PREMIUM
70	02/11/2019	cel2	CL	1	3600	345,6900024	3359,159912	V111083	H344525	0	CL - SMARTPHONE	CL - PREMIUM
33	20/12/2019	lavaseca110kg	LB	1	2849,129883	403,6700134	2704,709961	V111851	Y81381318	1	LB - LAVANDERIA	LB - LAVA & SECA
14	24/11/2019	cel3	CL	1	3499,810059	522,3200073	2744,669922	V000186	H438415	0	CL - SMARTPHONE	CL - PREMIUM
40	02/01/2020	cel4	CL	1	3057,679932	428,769989	2984,370117	V110345	Y884585	1	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3374,100098	309,5100098	2744,47998	V8730341	M812304	0	CL - SMARTPHONE	CL - PREMIUM
46	04/11/2019	cel6	CL	1	2841	488,2099915	2535,139893	V1033487	O114180	1	CL - SMARTPHONE	CL - PREMIUM
6B	02/01/2020	tv55	VD	1	2535,679932	229,7700043	2455,169922	V87387531	H545404	1	VD - TV 55 - 58	VD - TV 55 - 58
97	05/01/2020	lavaseca210kg	LB	1	2562,149902	323,4500122	2027,099976	V8731615	H552815	1	LB - LAVANDERIA	LB - LAVA & SECA
5	23/12/2019	cel1	CL	1	2814,389893	507,2399902	2141,73999	V000186	H531005	0	CL - SMARTPHONE	CL - PREMIUM
52	06/11/2019	cel2	CL	1	3454	324,6099854	3401,719971	V87318738	H300452	1	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2678,310059	314,8399963	2663,320068	V873878785	K0555810	0	LB - LAVANDERIA	LB - LAVA & SECA
5C	20/11/2019	cel3	CL	1	3283,98999	-19,29000092	3331,560059	V873878736	H420221	0	CL - SMARTPHONE	CL - PREMIUM
48	02/01/2020	cel4	CL	1	3250	127,7300034	3127,199951	V1008743	O1825481	1	CL - SMARTPHONE	CL - PREMIUM
14	16/11/2019	cel5	CL	1	3694,76001	789,2600098	2744,47998	V103341	M0815443	1	CL - SMARTPHONE	CL - PREMIUM
78	07/11/2019	cel6	CL	1	2818,639893	409,1099854	2535,139893	V8731315	H400018	1	CL - SMARTPHONE	CL - PREMIUM
12	05/01/2020	tv55	VD	1	2524,429932	246,4499969	2455,169922	V8731833	L084502	1	VD - TV 55 - 58	VD - TV 55 - 58
33	30/11/2019	lavaseca210kg	LB	1	2678	169,9299927	2704,709961	V11871873	I258045	0	LB - LAVANDERIA	LB - LAVA & SECA
25	23/12/2019	cel1	CL	1	2699	372,0100098	2258,830078	V000186	N58818180	0	CL - SMARTPHONE	CL - PREMIUM
38	03/01/2020	cel2	CL	1	3190,02002	441,3500061	3000,929932	V8731438	X833550	1	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2850	327,4299927	2663,320068	V8731055	H48115815	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/11/2019	cel3	CL	1	3374,100098	876,5200195	2744,679932	V103050	K3552811	1	CL - SMARTPHONE	CL - PREMIUM
46	22/12/2019	cel4	CL	1	3610,209961	205,0700073	3331,560059	V1111873	L51381081	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	-31,79000092	2744,47998	V000186	M123005	0	CL - SMARTPHONE	CL - PREMIUM
66	23/12/2019	cel6	CL	1	2814,389893	163,3300018	2429,52002	V000186	H0358143	0	CL - SMARTPHONE	CL - PREMIUM
25	18/12/2019	tv55	VD	1	3149	493,5899963	2481,97998	V87318741	L520025	0	VD - TV 55 - 58	VD - TV 55 - 58
33	01/12/2019	lavaseca210kg	LB	1	2678,310059	97,45999908	2704,709961	V000186	X405000	0	LB - LAVANDERIA	LB - LAVA & SECA
6A	03/01/2020	cel1	CL	1	2699	374,6400146	2229,209961	V101654	B252408	1	CL - SMARTPHONE	CL - PREMIUM
79	24/12/2019	cel2	CL	1	3565,419922	402,7200012	2769,709961	V8730611	K532550	1	CL - SMARTPHONE	CL - PREMIUM
33	27/11/2019	lavaseca110kg	LB	1	2699	330,4899902	2643,129883	V1108873	I051833	0	LB - LAVANDERIA	LB - LAVA & SECA
26	30/12/2019	cel3	CL	1	3407,389893	493,019989	3112,820068	V1118874	H542284	1	CL - SMARTPHONE	CL - PREMIUM
15	02/01/2020	cel4	CL	1	3221	101,7099991	3127,199951	V1016887	B0513481	1	CL - SMARTPHONE	CL - PREMIUM
38	29/11/2019	cel5	CL	1	3402,02002	370,7099915	3272,149902	V101133	N2118103	1	CL - SMARTPHONE	CL - PREMIUM
1E	01/11/2019	cel6	CL	1	2841,969971	465,3800049	2535,139893	V111333	O1855814	1	CL - SMARTPHONE	CL - PREMIUM
54	12/12/2019	tv55	VD	1	2318,899902	-113,0599976	2311,070068	V8731164	H204252	0	VD - TV 55 - 58	VD - TV 55 - 58
33	03/11/2019	lavaseca210kg	LB	1	2965,370117	410,4599915	2584,48999	V8730111	Y2881500	1	LB - LAVANDERIA	LB - LAVA & SECA
3A	27/12/2019	cel1	CL	1	2785,110107	485,0799866	2141,73999	V110153	N028850	1	CL - SMARTPHONE	CL - PREMIUM
48	17/12/2019	cel2	CL	1	2913,889893	-165,9400024	2769,709961	V873876873	H5150810	0	CL - SMARTPHONE	CL - PREMIUM
33	27/11/2019	lavaseca110kg	LB	1	2774	329,1900024	2643,129883	V101116	Z5810058	1	LB - LAVANDERIA	LB - LAVA & SECA
55	31/12/2019	cel3	CL	1	3787,389893	379,1799927	3604,330078	V1106873	H544103	0	CL - SMARTPHONE	CL - PREMIUM
3C	21/12/2019	cel4	CL	1	3322,350098	-60,97000122	3331,560059	V11874387	L8581030	1	CL - SMARTPHONE	CL - PREMIUM
52	29/11/2019	cel5	CL	1	3402,76001	-47,56000137	3696,72998	V1118736	N8101005	0	CL - SMARTPHONE	CL - PREMIUM
67	06/12/2019	cel6	CL	1	2699	181,4100037	3017,909912	V8731544	X425253	1	CL - SMARTPHONE	CL - PREMIUM
16	04/01/2020	tv55	VD	1	2535,679932	232,1799927	2455,169922	V000333	H540080	1	VD - TV 55 - 58	VD - TV 55 - 58
97	03/01/2020	lavaseca210kg	LB	1	2813,459961	530,6199951	2026,51001	V873875871	H540303	1	LB - LAVANDERIA	LB - LAVA & SECA
18	02/12/2019	cel1	CL	1	2748,149902	230,2700043	2711,179932	V11878705	B81081504	1	CL - SMARTPHONE	CL - PREMIUM
2	23/12/2019	cel2	CL	1	3600,080078	436,5299988	2769,709961	V108043	O400452	1	CL - SMARTPHONE	CL - PREMIUM
25	28/11/2019	lavaseca110kg	LB	1	2678	358,75	2716,72998	V103304	X530502	1	LB - LAVANDERIA	LB - LAVA & SECA
3A	10/12/2019	cel3	CL	1	4037,540039	546,9400024	3331,560059	V111618	X050103	1	CL - SMARTPHONE	CL - PREMIUM
1E	01/12/2019	cel4	CL	1	3582,070068	234,5800018	3331,560059	V1061873	I1028081	1	CL - SMARTPHONE	CL - PREMIUM
73	29/11/2019	cel5	CL	1	3402,409912	6,809999943	3648,419922	V1058687	H451040	0	CL - SMARTPHONE	CL - PREMIUM
5B	02/11/2019	cel6	CL	1	2780	465,1900024	2535,139893	V110354	X58110815	1	CL - SMARTPHONE	CL - PREMIUM
39	03/01/2020	tv55	VD	1	2370	316,4899902	1764,77002	V1056876	X5331811	1	VD - TV 55 - 58	VD - TV 55 - 58
33	20/12/2019	lavaseca210kg	LB	1	2965,370117	428,4400024	2704,709961	V000186	N810015	0	LB - LAVANDERIA	LB - LAVA & SECA
71	18/11/2019	cel1	CL	1	2699	248,6900024	2267,409912	V11871878	Z408154	1	CL - SMARTPHONE	CL - PREMIUM
31	09/11/2019	cel2	CL	1	3459,77002	426,8800049	2769,709961	V1013387	B411885	1	CL - SMARTPHONE	CL - PREMIUM
25	28/11/2019	lavaseca110kg	LB	1	2680,639893	307,9899902	2716,72998	V103101	L3052881	0	LB - LAVANDERIA	LB - LAVA & SECA
48	05/01/2020	cel3	CL	1	2909,399902	236,1799927	2989,449951	V103136	X8125025	1	CL - SMARTPHONE	CL - PREMIUM
29	26/12/2019	cel4	CL	1	3729,530029	484,9899902	3160,189941	V101313	L051035	1	CL - SMARTPHONE	CL - PREMIUM
48	26/12/2019	cel5	CL	1	3315,790039	266,1499939	3001,840088	V1048710	N088553	1	CL - SMARTPHONE	CL - PREMIUM
66	13/12/2019	cel6	CL	1	2699	181,4299927	2429,52002	V000186	Z3454815	0	CL - SMARTPHONE	CL - PREMIUM
40	04/01/2020	tv55	VD	1	3626,909912	1233,300049	2457,5	V1054687	H551400	0	VD - TV 55 - 58	VD - TV 55 - 58
33	21/12/2019	lavaseca210kg	LB	1	2678	252,3600006	2704,709961	V103131	L520508	0	LB - LAVANDERIA	LB - LAVA & SECA
8	21/12/2019	cel1	CL	1	2855,780029	548,4799805	2141,73999	V106345	I153401	1	CL - SMARTPHONE	CL - PREMIUM
26	11/12/2019	cel2	CL	1	3565,139893	412,519989	2769,709961	V000186	W552285	0	CL - SMARTPHONE	CL - PREMIUM
25	28/11/2019	lavaseca110kg	LB	1	2599	222,7700043	2716,72998	V105184	H448818181	1	LB - LAVANDERIA	LB - LAVA & SECA
12	29/11/2019	cel3	CL	1	4056,689941	1044,949951	3331,560059	V8731831	W2881504	0	CL - SMARTPHONE	CL - PREMIUM
79	20/12/2019	cel4	CL	1	3861,459961	466,8699951	3331,560059	V87387143	H524301	0	CL - SMARTPHONE	CL - PREMIUM
1A	29/11/2019	cel5	CL	1	3399	493,25	3331,560059	V8738787878	H455383	0	CL - SMARTPHONE	CL - PREMIUM
5C	29/11/2019	cel6	CL	1	2818,52002	383,980011	2535,139893	V87387101	B4408812	0	CL - SMARTPHONE	CL - PREMIUM
39	03/01/2020	tv55	VD	1	2511,23999	323,8500061	1764,77002	V111436	O0838121	0	VD - TV 55 - 58	VD - TV 55 - 58
74	03/12/2019	lavaseca210kg	LB	1	2678,310059	255,2200012	2578,110107	V000186	N142152	0	LB - LAVANDERIA	LB - LAVA & SECA
2	07/12/2019	cel1	CL	1	2800	333,9100037	2535,139893	V001481	H4048143	1	CL - SMARTPHONE	CL - PREMIUM
83	18/11/2019	cel2	CL	1	3620,790039	510,519989	3359,159912	V8731113	H423030	0	CL - SMARTPHONE	CL - PREMIUM
25	27/12/2019	lavaseca110kg	LB	1	2849,129883	391,6499939	2716,72998	V105184	L840108	1	LB - LAVANDERIA	LB - LAVA & SECA
14	29/11/2019	cel3	CL	1	3199	192,7299957	2744,699951	V000186	H4520581	0	CL - SMARTPHONE	CL - PREMIUM
6A	24/12/2019	cel4	CL	1	3316,72998	41,09000015	3227,719971	V11878705	Y325551	1	CL - SMARTPHONE	CL - PREMIUM
14	17/11/2019	cel5	CL	1	3694,76001	599,2999878	2744,47998	V000186	H4218812	0	CL - SMARTPHONE	CL - PREMIUM
8C	30/11/2019	cel6	CL	1	2939,23999	485,0599976	2535,139893	V1031387	X344420	1	CL - SMARTPHONE	CL - PREMIUM
14	05/12/2019	tv55	VD	1	2597,959961	233,6600037	1786,27002	V87387383	L0281581	0	VD - TV 55 - 58	VD - TV 55 - 58
66	13/12/2019	lavaseca210kg	LB	1	2613,100098	471,9200134	1955,839966	V1187183	H505120	0	LB - LAVANDERIA	LB - LAVA & SECA
5	26/12/2019	cel1	CL	1	2870,679932	644,9000244	2141,73999	V106380	Y350234	0	CL - SMARTPHONE	CL - PREMIUM
7C	04/11/2019	cel2	CL	1	3600,080078	539,7299805	2769,709961	V110603	B81002815	1	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2678,909912	319,1199951	2663,320068	V105561	K8381110	0	LB - LAVANDERIA	LB - LAVA & SECA
7	02/01/2020	cel3	CL	1	3032,439941	339,3800049	3086,5	V1061871	H188033	0	CL - SMARTPHONE	CL - PREMIUM
75	11/11/2019	cel4	CL	1	3355,530029	9,899999619	3331,560059	V1115871	H3815051	0	CL - SMARTPHONE	CL - PREMIUM
14	17/11/2019	cel5	CL	1	3694,76001	601,710022	2744,47998	V000186	H422110	0	CL - SMARTPHONE	CL - PREMIUM
40	24/11/2019	cel6	CL	1	2815,540039	345,4700012	2861,870117	V103361	H438245	1	CL - SMARTPHONE	CL - PREMIUM
1	05/12/2019	tv55	VD	1	1500	-1093,920044	2455,169922	V1087404	B0815501	0	VD - TV 55 - 58	VD - TV 55 - 58
74	26/12/2019	lavaseca210kg	LB	1	2849	454,1199951	2629,100098	V103650	H5358151	1	LB - LAVANDERIA	LB - LAVA & SECA
1A	04/01/2020	cel1	CL	1	2550	328,3800049	2141,73999	V8738787878	X503055	1	CL - SMARTPHONE	CL - PREMIUM
86	02/11/2019	cel2	CL	1	3600,080078	543,1400146	2769,709961	V11873187	H0815220	1	CL - SMARTPHONE	CL - PREMIUM
33	03/01/2020	lavaseca110kg	LB	1	2699	250,7299957	2704,709961	V8731303	M2018145	1	LB - LAVANDERIA	LB - LAVA & SECA
40	08/12/2019	cel3	CL	1	3790,550049	509,7200012	3271,219971	V111303	H405081	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3199	177,2700043	2744,47998	V000186	H453205	0	CL - SMARTPHONE	CL - PREMIUM
82	26/12/2019	cel5	CL	1	3315	-312,4200134	3604,939941	V1187411	N350003	1	CL - SMARTPHONE	CL - PREMIUM
47	30/11/2019	cel6	CL	1	2814	334,3200073	2535,139893	V87315587	K001088	1	CL - SMARTPHONE	CL - PREMIUM
14	05/11/2019	tv55	VD	1	2375	345,8599854	1791,800049	V106380	Y8103312	0	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2678	305,8800049	2704,709961	V101531	K523515	0	LB - LAVANDERIA	LB - LAVA & SECA
66	02/12/2019	cel1	CL	1	2841,969971	261,3999939	2267,409912	V000186	Z545205	0	CL - SMARTPHONE	CL - PREMIUM
5C	30/11/2019	cel2	CL	1	3502	510,7600098	2769,709961	V110343	H450132	1	CL - SMARTPHONE	CL - PREMIUM
33	18/12/2019	lavaseca110kg	LB	1	2965,370117	408,4599915	2704,709961	V000186	H5181080	0	LB - LAVANDERIA	LB - LAVA & SECA
26	27/12/2019	cel3	CL	1	3478,47998	288	3129,370117	V103158	H53818155	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3199	-28,80999947	2744,47998	V000186	H430505	0	CL - SMARTPHONE	CL - PREMIUM
14	22/11/2019	cel5	CL	1	3599,810059	532,6799927	2744,47998	V000186	H433545	0	CL - SMARTPHONE	CL - PREMIUM
10	30/11/2019	cel6	CL	1	2699	325,5100098	2535,139893	V87387411	W121885	0	CL - SMARTPHONE	CL - PREMIUM
14	05/11/2019	tv55	VD	1	2449	381,230011	1791,619995	V106380	Z5812034	0	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2681,820068	321,1600037	2704,709961	V8731044	N3381514	0	LB - LAVANDERIA	LB - LAVA & SECA
7D	06/12/2019	cel1	CL	1	2814,610107	285,9500122	2711,179932	V1048755	H401543	1	CL - SMARTPHONE	CL - PREMIUM
7A	30/11/2019	cel2	CL	1	3599,129883	384,7099915	3401,719971	V8731801	Y4881302	1	CL - SMARTPHONE	CL - PREMIUM
33	16/11/2019	lavaseca110kg	LB	1	2849,070068	359,5	2584,48999	V1038781	K2542881	0	LB - LAVANDERIA	LB - LAVA & SECA
14	22/11/2019	cel3	CL	1	3499,810059	675,1099854	2744,659912	V000186	B450255	0	CL - SMARTPHONE	CL - PREMIUM
14	12/11/2019	cel4	CL	1	3694,780029	807,5599976	2744,47998	V1048763	B5453815	1	CL - SMARTPHONE	CL - PREMIUM
40	03/11/2019	cel5	CL	1	3485,01001	78,05000305	3272,449951	V111303	H304513	0	CL - SMARTPHONE	CL - PREMIUM
1	17/11/2019	cel6	CL	1	2814,48999	347,2799988	2535,139893	V106144	L5588140	1	CL - SMARTPHONE	CL - PREMIUM
39	03/01/2020	tv55	VD	1	2370	320,1600037	1764,77002	V1056876	X5331811	0	VD - TV 55 - 58	VD - TV 55 - 58
74	29/11/2019	lavaseca210kg	LB	1	2678	394,4400024	2572,679932	V1118746	H450280	1	LB - LAVANDERIA	LB - LAVA & SECA
1	19/11/2019	cel1	CL	1	2814,610107	-8,359999657	2535,139893	V1108731	K5538130	1	CL - SMARTPHONE	CL - PREMIUM
38	08/12/2019	cel2	CL	1	3399	285,769989	3000,929932	V101388	L5514881	1	CL - SMARTPHONE	CL - PREMIUM
33	29/11/2019	lavaseca110kg	LB	1	2678,310059	315,8099976	2658,689941	V1053870	M014352	0	LB - LAVANDERIA	LB - LAVA & SECA
7B	02/11/2019	cel3	CL	1	4260,620117	940,6199951	3336,209961	V101410	N8103815	0	CL - SMARTPHONE	CL - PREMIUM
14	02/12/2019	cel4	CL	1	3274,100098	202,7299957	2744,47998	V000186	M5818200	0	CL - SMARTPHONE	CL - PREMIUM
14	02/11/2019	cel5	CL	1	3694,540039	774,6699829	2744,47998	V110135	K8115020	1	CL - SMARTPHONE	CL - PREMIUM
19	20/11/2019	cel6	CL	1	2855	678,2800293	2535,139893	V1104487	H428124	1	CL - SMARTPHONE	CL - PREMIUM
39	23/12/2019	tv55	VD	1	2577,580078	125,5400009	1766,910034	V1116487	B503451	0	VD - TV 55 - 58	VD - TV 55 - 58
33	18/12/2019	lavaseca210kg	LB	1	2849	407,5499878	2704,709961	V8731801	X4518815	0	LB - LAVANDERIA	LB - LAVA & SECA
5	27/11/2019	cel1	CL	1	2841,949951	-263,8800049	2535,139893	V000186	X522455	0	CL - SMARTPHONE	CL - PREMIUM
31	28/12/2019	cel2	CL	1	3524,27002	426,4200134	2769,709961	V873878706	H5381552	0	CL - SMARTPHONE	CL - PREMIUM
25	29/11/2019	lavaseca110kg	LB	1	2678,310059	293,9200134	2716,72998	V000186	H45358181	0	LB - LAVANDERIA	LB - LAVA & SECA
38	03/01/2020	cel3	CL	1	3221,02002	543,0800171	2958,909912	V103613	Y813800	1	CL - SMARTPHONE	CL - PREMIUM
41	14/12/2019	cel4	CL	1	3800	452,4100037	3331,560059	V87387560	H510042	1	CL - SMARTPHONE	CL - PREMIUM
19	24/12/2019	cel5	CL	1	3450	171,8899994	3198,570068	V873871874	D0815224	1	CL - SMARTPHONE	CL - PREMIUM
3	30/11/2019	cel6	CL	1	2699	298,519989	2535,139893	V1051874	N2008148	1	CL - SMARTPHONE	CL - PREMIUM
33	09/11/2019	tv55	VD	1	2625,97998	2,779999971	2455,169922	V000186	H308525	0	VD - TV 55 - 58	VD - TV 55 - 58
