filial	dt	sku_norm	linha	qtd	valor	margem	custo	vendedor	cliente	ped_app	categorias	sub_categorias
33	04/11/2019	lavaseca210kg	LB	1	2968	340,3599854	2584,48999	V10687387	Y5048881	1	LB - LAVANDERIA	LB - LAVA & SECA
78	17/12/2019	cel1	CL	1	2814,389893	497,5799866	2141,73999	V000186	Y532323	0	CL - SMARTPHONE	CL - PREMIUM
15	29/11/2019	cel2	CL	1	3617,040039	518,6199951	2769,709961	V104431	X81122081	0	CL - SMARTPHONE	CL - PREMIUM
25	29/11/2019	lavaseca110kg	LB	1	2678,310059	293,9200134	2716,72998	V000186	H454038	0	LB - LAVANDERIA	LB - LAVA & SECA
7B	23/12/2019	cel3	CL	1	3316,73999	-22,59000015	3291,409912	V111380	X540100	1	CL - SMARTPHONE	CL - PREMIUM
14	27/12/2019	cel4	CL	1	2899	-323,6700134	2703,830078	V000186	H401085	0	CL - SMARTPHONE	CL - PREMIUM
7B	27/12/2019	cel5	CL	1	3320	124,1900024	3298,780029	V111331	N814881581	1	CL - SMARTPHONE	CL - PREMIUM
38	29/11/2019	cel6	CL	1	2699	298,4500122	2861,870117	V8730315	X8381505	1	CL - SMARTPHONE	CL - PREMIUM
4B	05/01/2020	tv55	VD	1	2499,98999	189,7100067	2455,169922	V87387538	X0181885	1	VD - TV 55 - 58	VD - TV 55 - 58
33	05/11/2019	lavaseca210kg	LB	1	2810	299,6099854	2584,48999	V1031871	Y81818554	0	LB - LAVANDERIA	LB - LAVA & SECA
1B	07/11/2019	cel1	CL	1	2815	458,9100037	2535,139893	V110464	Z0815002	0	CL - SMARTPHONE	CL - PREMIUM
77	12/12/2019	cel2	CL	1	3565	326,7000122	3359,159912	V110314	H5058154	1	CL - SMARTPHONE	CL - PREMIUM
33	23/12/2019	lavaseca110kg	LB	1	2965	406,2799988	2704,709961	V101531	L4815558	0	LB - LAVANDERIA	LB - LAVA & SECA
16	27/12/2019	cel3	CL	1	3850,050049	670,2999878	3129,370117	V8731161	O351800	0	CL - SMARTPHONE	CL - PREMIUM
82	30/11/2019	cel4	CL	1	3499	65,06999969	3647,27002	V8738748787	M505088	1	CL - SMARTPHONE	CL - PREMIUM
6A	30/11/2019	cel5	CL	1	3500	524,9899902	3272,149902	V106535	X30048181	1	CL - SMARTPHONE	CL - PREMIUM
38	29/11/2019	cel6	CL	1	2758,389893	344,3399963	2861,870117	V8730315	H453045	1	CL - SMARTPHONE	CL - PREMIUM
14	05/11/2019	tv55	VD	1	2557,679932	472,5	1791,619995	V8730110	M0418155	1	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2889,219971	-82,73999786	2704,709961	V001111	T455110	0	LB - LAVANDERIA	LB - LAVA & SECA
48	20/12/2019	cel1	CL	1	2560,909912	297,7999878	2141,73999	V1048710	I254228	1	CL - SMARTPHONE	CL - PREMIUM
1	21/11/2019	cel2	CL	1	3565,439941	526,8599854	2769,709961	V106144	X4051481	1	CL - SMARTPHONE	CL - PREMIUM
25	29/11/2019	lavaseca110kg	LB	1	2599	122,2600021	2716,72998	V106380	K055023	0	LB - LAVANDERIA	LB - LAVA & SECA
41	24/12/2019	cel3	CL	1	3541,969971	151,0399933	3331,560059	V103130	X035300	1	CL - SMARTPHONE	CL - PREMIUM
6A	03/01/2020	cel4	CL	1	3249	655,2999878	2977,659912	V101654	H5488152	1	CL - SMARTPHONE	CL - PREMIUM
3C	30/11/2019	cel5	CL	1	3499	499,9299927	3331,560059	V111310	K0581085	1	CL - SMARTPHONE	CL - PREMIUM
6C	14/11/2019	cel6	CL	1	2855,780029	380,8299866	2535,139893	V87387336	O051425	1	CL - SMARTPHONE	CL - PREMIUM
86	04/01/2020	tv55	VD	1	2395	155,3600006	2455,169922	V8731554	B81815585	1	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2678,310059	318	2704,709961	V000186	N585143	0	LB - LAVANDERIA	LB - LAVA & SECA
3A	21/12/2019	cel1	CL	1	2818,209961	552,2700195	2141,73999	V1187318	Z540585	1	CL - SMARTPHONE	CL - PREMIUM
29	03/01/2020	cel2	CL	1	3225,73999	515,210022	2769,709961	V8730383	X8453581	1	CL - SMARTPHONE	CL - PREMIUM
60	29/11/2019	lavaseca110kg	LB	1	2670,689941	398,480011	2604,429932	V1187444	M0280081	1	LB - LAVANDERIA	LB - LAVA & SECA
14	27/12/2019	cel3	CL	1	2899	-347,2200012	2704,02002	V873873875	W038313	0	CL - SMARTPHONE	CL - PREMIUM
26	02/01/2020	cel4	CL	1	3226,949951	445,4599915	3127,199951	V108144	B550214	0	CL - SMARTPHONE	CL - PREMIUM
26	30/12/2019	cel5	CL	1	3315	345,2600098	2989,449951	V000111	L054255	1	CL - SMARTPHONE	CL - PREMIUM
5	10/11/2019	cel6	CL	1	2841,949951	154,6499939	2535,139893	V000186	H408255	0	CL - SMARTPHONE	CL - PREMIUM
14	05/11/2019	tv55	VD	1	2557,679932	470,1600037	1791,619995	V106380	X851530	0	VD - TV 55 - 58	VD - TV 55 - 58
33	02/01/2020	lavaseca210kg	LB	1	2774	-187,3099976	2704,709961	V000186	I258100	0	LB - LAVANDERIA	LB - LAVA & SECA
5	05/11/2019	cel1	CL	1	2699	-295,8900146	2535,139893	V000186	L255532	0	CL - SMARTPHONE	CL - PREMIUM
80	22/11/2019	cel2	CL	1	3399	417,2900085	2769,709961	V1187438	B535381	0	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2710,030029	336,1199951	2663,320068	V103354	K585280	0	LB - LAVANDERIA	LB - LAVA & SECA
77	21/12/2019	cel3	CL	1	3675,080078	21,29000092	3608,159912	V8731004	W153320	1	CL - SMARTPHONE	CL - PREMIUM
3C	20/12/2019	cel4	CL	1	3601,030029	186,8699951	3331,560059	V111310	H5238125	1	CL - SMARTPHONE	CL - PREMIUM
3B	01/12/2019	cel5	CL	1	3499,5	181,8500061	3331,560059	V1187435	Z2815530	1	CL - SMARTPHONE	CL - PREMIUM
5C	10/11/2019	cel6	CL	1	2841,969971	428,25	2535,139893	V8730116	O212185	1	CL - SMARTPHONE	CL - PREMIUM
13	04/01/2020	tv55	VD	1	2499,870117	200,7299957	2455,169922	V8730861	M842155	1	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2678,310059	306,1600037	2704,709961	V000186	L030432	0	LB - LAVANDERIA	LB - LAVA & SECA
5	08/12/2019	cel1	CL	1	2814,610107	284,7799988	2535,139893	V000186	H401408	0	CL - SMARTPHONE	CL - PREMIUM
51	16/12/2019	cel2	CL	1	3565,419922	402,7200012	2769,709961	V87318187	N501554	1	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2678	364,2600098	2663,320068	V8731131	M8115454	0	LB - LAVANDERIA	LB - LAVA & SECA
82	13/12/2019	cel3	CL	1	3799	87,76000214	3604,310059	V87387164	Y8152255	1	CL - SMARTPHONE	CL - PREMIUM
14	06/11/2019	cel4	CL	1	3431,139893	275,1400146	2744,47998	V000186	Y05814812	0	CL - SMARTPHONE	CL - PREMIUM
14	21/11/2019	cel5	CL	1	3374,100098	682,3900146	2744,47998	V87318487	H428038	1	CL - SMARTPHONE	CL - PREMIUM
2D	07/11/2019	cel6	CL	1	2681,820068	287,6400146	2535,139893	V8731134	H401425	1	CL - SMARTPHONE	CL - PREMIUM
40	03/01/2020	tv55	VD	1	2574,080078	309,7999878	2461,350098	V1187416	H548182	0	VD - TV 55 - 58	VD - TV 55 - 58
66	03/12/2019	lavaseca210kg	LB	1	2731,879883	345,7999878	1942,319946	V106380	H4810528	0	LB - LAVANDERIA	LB - LAVA & SECA
5	12/12/2019	cel1	CL	1	2805,01001	278,5599976	2535,139893	V103444	O0018150	1	CL - SMARTPHONE	CL - PREMIUM
54	12/12/2019	cel2	CL	1	3540,949951	422,8500061	3142,060059	V8731144	H0100881	0	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2618,98999	289,0499878	2663,320068	V87387001	K53438181	1	LB - LAVANDERIA	LB - LAVA & SECA
5D	19/12/2019	cel3	CL	1	3360,370117	1,539999962	3331,560059	V8730614	O830125	1	CL - SMARTPHONE	CL - PREMIUM
82	14/12/2019	cel4	CL	1	3790	176,3999939	3604,040039	V108101	H5008815	1	CL - SMARTPHONE	CL - PREMIUM
14	22/11/2019	cel5	CL	1	3374,100098	681,25	2744,47998	V111101	M520413	1	CL - SMARTPHONE	CL - PREMIUM
47	18/11/2019	cel6	CL	1	2750	368,9200134	2535,139893	V1118871	X853133	1	CL - SMARTPHONE	CL - PREMIUM
41	03/01/2020	tv55	VD	1	2499	188,8399963	2455,169922	V111414	M015203	1	VD - TV 55 - 58	VD - TV 55 - 58
33	01/12/2019	lavaseca210kg	LB	1	2678,310059	99,97000122	2704,709961	V000186	M0025811	0	LB - LAVANDERIA	LB - LAVA & SECA
5B	08/11/2019	cel1	CL	1	2897,77002	562,1799927	2535,139893	V873168787	H383301	0	CL - SMARTPHONE	CL - PREMIUM
70	02/11/2019	cel2	CL	1	3600	309,6900024	3359,159912	V1187105	B305011	1	CL - SMARTPHONE	CL - PREMIUM
33	04/01/2020	lavaseca110kg	LB	1	2700	253,3200073	2704,709961	V8731381	M083525	1	LB - LAVANDERIA	LB - LAVA & SECA
9C	10/11/2019	cel3	CL	1	3936,060059	546,8499756	3331,560059	V1110873	W2558144	0	CL - SMARTPHONE	CL - PREMIUM
48	16/11/2019	cel4	CL	1	3799	435,8200073	3331,560059	V103136	B3815510	1	CL - SMARTPHONE	CL - PREMIUM
14	07/12/2019	cel5	CL	1	3499	390,1799927	2744,47998	V103313	M002040	1	CL - SMARTPHONE	CL - PREMIUM
5	10/11/2019	cel6	CL	1	3040,889893	692,6199951	2535,139893	V106380	H4001815	0	CL - SMARTPHONE	CL - PREMIUM
8A	09/11/2019	tv55	VD	1	5147,819824	2238,310059	2455,169922	V8730854	K2538155	0	VD - TV 55 - 58	VD - TV 55 - 58
33	12/12/2019	lavaseca210kg	LB	1	2678,310059	479,5299988	2704,709961	V1087861	K5381044	0	LB - LAVANDERIA	LB - LAVA & SECA
5	08/11/2019	cel1	CL	1	2699	167,4499969	2535,139893	V000186	Z445135	0	CL - SMARTPHONE	CL - PREMIUM
2B	11/12/2019	cel2	CL	1	3565,419922	362,2200012	3000,929932	V1187543	O050542	1	CL - SMARTPHONE	CL - PREMIUM
87	22/12/2019	lavaseca110kg	LB	1	2841,969971	493,7000122	1980,359985	V87387600	Y148044	1	LB - LAVANDERIA	LB - LAVA & SECA
12	03/12/2019	cel3	CL	1	4016,340088	669,7999878	3331,560059	V8731368	L1448148	0	CL - SMARTPHONE	CL - PREMIUM
14	26/11/2019	cel4	CL	1	3599,810059	938,0100098	2744,47998	V101653	X5502581	1	CL - SMARTPHONE	CL - PREMIUM
55	26/12/2019	cel5	CL	1	3315,790039	-79,94999695	3604,939941	V1187411	B2833081	1	CL - SMARTPHONE	CL - PREMIUM
41	02/11/2019	cel6	CL	1	2814,610107	438,6900024	2535,139893	V873108787	O525130	1	CL - SMARTPHONE	CL - PREMIUM
76	12/12/2019	tv55	VD	1	2943	237,2100067	2455,169922	V8731133	Z032820	1	VD - TV 55 - 58	VD - TV 55 - 58
33	09/12/2019	lavaseca210kg	LB	1	2614,540039	115,2900009	2704,709961	V103405	L0832810	1	LB - LAVANDERIA	LB - LAVA & SECA
79	03/01/2020	cel1	CL	1	2814,610107	594,0200195	2141,73999	V1111187	H545400	1	CL - SMARTPHONE	CL - PREMIUM
28	03/01/2020	cel2	CL	1	3617,580078	758,789978	3359,159912	V1051871	L842112	0	CL - SMARTPHONE	CL - PREMIUM
33	02/01/2020	lavaseca110kg	LB	1	2774	-187,3099976	2704,709961	V000186	N3814048	0	LB - LAVANDERIA	LB - LAVA & SECA
55	28/12/2019	cel3	CL	1	3315	281,9100037	3604,330078	V1106873	H530513	1	CL - SMARTPHONE	CL - PREMIUM
14	27/11/2019	cel4	CL	1	3374,100098	1259,25	2744,47998	V110658	W3120881	1	CL - SMARTPHONE	CL - PREMIUM
20	30/11/2019	cel5	CL	1	3399	377,8399963	3331,560059	V001403	M101055	1	CL - SMARTPHONE	CL - PREMIUM
8	12/11/2019	cel6	CL	1	2841,969971	371,4100037	2535,139893	V8731315	H412001	1	CL - SMARTPHONE	CL - PREMIUM
13	04/01/2020	tv55	VD	1	2499,870117	200,7299957	2455,169922	V101131	I0381500	1	VD - TV 55 - 58	VD - TV 55 - 58
33	16/12/2019	lavaseca210kg	LB	1	2849	407,5499878	2704,709961	V1111871	M252250	0	LB - LAVANDERIA	LB - LAVA & SECA
23	26/12/2019	cel1	CL	1	2756,949951	392,8500061	2229,209961	V103141	H0028102	1	CL - SMARTPHONE	CL - PREMIUM
80	05/11/2019	cel2	CL	1	3600,080078	565,4699707	2769,709961	V1187438	X8155518	0	CL - SMARTPHONE	CL - PREMIUM
33	05/12/2019	lavaseca110kg	LB	1	2698,100098	-1,309999943	2676,719971	V100818	H4548881	0	LB - LAVANDERIA	LB - LAVA & SECA
2	07/12/2019	cel3	CL	1	3790,459961	449,3099976	3331,560059	V873874387	H404425	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3199	-26,97999954	2744,47998	V000186	H4538143	0	CL - SMARTPHONE	CL - PREMIUM
26	20/12/2019	cel5	CL	1	3316,73999	219,1199951	3049,699951	V108144	M104558	1	CL - SMARTPHONE	CL - PREMIUM
8C	28/11/2019	cel6	CL	1	2700	234,7400055	2535,139893	V1031387	H440180	1	CL - SMARTPHONE	CL - PREMIUM
31	04/01/2020	tv55	VD	1	2504,139893	210,3500061	2455,169922	V1081087	N48115810	1	VD - TV 55 - 58	VD - TV 55 - 58
74	04/11/2019	lavaseca210kg	LB	1	2833,439941	319,5799866	2548,030029	V103650	Z1524581	0	LB - LAVANDERIA	LB - LAVA & SECA
29	22/12/2019	cel1	CL	1	2699	462,1099854	2141,73999	V110135	M8125038	1	CL - SMARTPHONE	CL - PREMIUM
3B	20/12/2019	cel2	CL	1	3259	200,6199951	2769,709961	V1187435	H52381081	1	CL - SMARTPHONE	CL - PREMIUM
33	05/12/2019	lavaseca110kg	LB	1	2936,72998	400,5599976	2676,719971	V1108873	O228138	1	LB - LAVANDERIA	LB - LAVA & SECA
40	08/12/2019	cel3	CL	1	3789,610107	508,8999939	3271,219971	V103131	B5811854	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3199	163,1300049	2744,47998	V000186	Y082388	0	CL - SMARTPHONE	CL - PREMIUM
38	02/01/2020	cel5	CL	1	3221	135,4199982	2935,179932	V101388	B03818128	1	CL - SMARTPHONE	CL - PREMIUM
46	06/11/2019	cel6	CL	1	2699	355,3599854	2535,139893	V103111	X4813828	1	CL - SMARTPHONE	CL - PREMIUM
66	03/11/2019	tv55	VD	1	2000	-228,4199982	1820,209961	V111161	H3038121	0	VD - TV 55 - 58	VD - TV 55 - 58
33	27/12/2019	lavaseca210kg	LB	1	2966,110107	513,8200073	2704,709961	V10687387	K022048	0	LB - LAVANDERIA	LB - LAVA & SECA
6A	29/11/2019	cel1	CL	1	2760	378,7399902	2711,179932	V11878705	H451823	1	CL - SMARTPHONE	CL - PREMIUM
7D	29/11/2019	cel2	CL	1	3399	383,3099976	3000,929932	V11878706	N101805	1	CL - SMARTPHONE	CL - PREMIUM
33	27/12/2019	lavaseca110kg	LB	1	2849,129883	403,6700134	2704,709961	V000186	W4818440	0	LB - LAVANDERIA	LB - LAVA & SECA
18	06/11/2019	cel3	CL	1	3789,610107	310,9500122	3271,27002	V103364	B803100	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3199	107,9700012	2744,47998	V000186	H454405	0	CL - SMARTPHONE	CL - PREMIUM
14	11/11/2019	cel5	CL	1	3428	508,019989	2744,47998	V108864	N802523	1	CL - SMARTPHONE	CL - PREMIUM
67	01/11/2019	cel6	CL	1	2946,639893	130,8699951	3017,909912	V87313387	B805008	1	CL - SMARTPHONE	CL - PREMIUM
6A	05/01/2020	tv55	VD	1	2499	261,1499939	2455,939941	V1187138	H553225	1	VD - TV 55 - 58	VD - TV 55 - 58
97	05/11/2019	lavaseca210kg	LB	1	2999	691,789978	1940,579956	V110356	I25838181	0	LB - LAVANDERIA	LB - LAVA & SECA
1D	24/11/2019	cel1	CL	1	2814,100098	345,0499878	2535,139893	V87310875	M5258281	1	CL - SMARTPHONE	CL - PREMIUM
4D	02/12/2019	cel2	CL	1	3580,899902	393,0499878	2769,709961	V873878738	H4810850	1	CL - SMARTPHONE	CL - PREMIUM
33	01/12/2019	lavaseca110kg	LB	1	2678	297,3500061	2666,080078	V111383	L2348150	0	LB - LAVANDERIA	LB - LAVA & SECA
82	26/12/2019	cel3	CL	2	6631,580078	-158,6799927	7208,660156	V1187411	X5288105	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3199	-94,48999786	2744,47998	V000186	H454530	0	CL - SMARTPHONE	CL - PREMIUM
43	27/11/2019	cel5	CL	1	3600	147,7100067	3340,820068	V8731148	M128045	1	CL - SMARTPHONE	CL - PREMIUM
19	05/11/2019	cel6	CL	1	2699	-35,11000061	2535,139893	V87387540	X338208	0	CL - SMARTPHONE	CL - PREMIUM
6A	05/01/2020	tv55	VD	1	2499,590088	212,9299927	2455,939941	V8731106	X48118810	1	VD - TV 55 - 58	VD - TV 55 - 58
97	28/11/2019	lavaseca210kg	LB	1	2590	467,980011	1942,26001	V87387088	B358150	1	LB - LAVANDERIA	LB - LAVA & SECA
48	24/11/2019	cel1	CL	1	2729,199951	271,8399963	2535,139893	V87306187	H108210	1	CL - SMARTPHONE	CL - PREMIUM
2B	15/12/2019	cel2	CL	1	3399	285,769989	3000,929932	V110513	W8140052	1	CL - SMARTPHONE	CL - PREMIUM
25	04/11/2019	lavaseca110kg	LB	1	2949	299,0100098	2716,719971	V11878711	H305254	1	LB - LAVANDERIA	LB - LAVA & SECA
3D	17/12/2019	cel3	CL	1	3848,409912	322,6400146	3331,560059	V1187038	H515011	1	CL - SMARTPHONE	CL - PREMIUM
14	03/12/2019	cel4	CL	1	3199	71,36000061	2744,47998	V000186	M512255	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	-1,629999995	2744,47998	V000186	H4532081	0	CL - SMARTPHONE	CL - PREMIUM
1	29/11/2019	cel6	CL	1	2699	325,5100098	2535,139893	V8731114	H454238	0	CL - SMARTPHONE	CL - PREMIUM
33	10/11/2019	tv55	VD	1	2426,360107	-305,2999878	2455,169922	V8731831	N5281010	1	VD - TV 55 - 58	VD - TV 55 - 58
97	28/11/2019	lavaseca210kg	LB	1	2683,26001	451,0899963	1942,26001	V87387088	B8150353	1	LB - LAVANDERIA	LB - LAVA & SECA
25	07/12/2019	cel1	CL	1	2802,399902	237,8099976	2747,530029	V000186	L255305	0	CL - SMARTPHONE	CL - PREMIUM
3A	22/11/2019	cel2	CL	1	3565,419922	459,75	2769,709961	V8731613	O135003	1	CL - SMARTPHONE	CL - PREMIUM
33	01/11/2019	lavaseca110kg	LB	1	3031,5	530,2299805	2584,48999	V000186	W501511	0	LB - LAVANDERIA	LB - LAVA & SECA
41	24/12/2019	cel3	CL	1	3320,72998	-51,45000076	3331,560059	V8730108	H5343181	1	CL - SMARTPHONE	CL - PREMIUM
3D	28/11/2019	cel4	CL	1	3600,080078	580,0999756	3331,560059	V110631	K520010	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	167,3300018	2744,47998	V000186	I2210081	0	CL - SMARTPHONE	CL - PREMIUM
33	17/11/2019	cel6	CL	1	2841,949951	371,3299866	2535,139893	V000186	H410505	0	CL - SMARTPHONE	CL - PREMIUM
14	03/11/2019	tv55	VD	1	2557,679932	393,4500122	1792,060059	V87387130	O001104	1	VD - TV 55 - 58	VD - TV 55 - 58
97	28/11/2019	lavaseca210kg	LB	1	2500	404,0499878	1942,26001	V110356	B5853581	1	LB - LAVANDERIA	LB - LAVA & SECA
5B	14/12/2019	cel1	CL	1	2813	735,4500122	2141,73999	V873876487	B12811810	0	CL - SMARTPHONE	CL - PREMIUM
80	12/11/2019	cel2	CL	1	3454,080078	462,4100037	2769,709961	V1187438	X8155518	0	CL - SMARTPHONE	CL - PREMIUM
33	02/12/2019	lavaseca110kg	LB	1	2681,72998	388,019989	2669,72998	V87387135	W0248104	0	LB - LAVANDERIA	LB - LAVA & SECA
38	04/12/2019	cel3	CL	1	3799	629,2199707	3271,219971	V108864	X0528815	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3199	185,5599976	2744,47998	V000186	Z555055	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	158,3099976	2744,47998	V000186	X855503	0	CL - SMARTPHONE	CL - PREMIUM
71	29/11/2019	cel6	CL	1	2833,439941	279,7900085	2393,439941	V8731331	Z450808	1	CL - SMARTPHONE	CL - PREMIUM
14	03/11/2019	tv55	VD	1	2449	386,8999939	1792,060059	V106380	H304588	0	VD - TV 55 - 58	VD - TV 55 - 58
33	28/11/2019	lavaseca210kg	LB	1	2679,879883	22,95000076	2703,929932	V101451	L3438134	0	LB - LAVANDERIA	LB - LAVA & SECA
13	29/11/2019	cel1	CL	1	2814,610107	344,1600037	2535,139893	V1058710	M8101502	0	CL - SMARTPHONE	CL - PREMIUM
3	25/11/2019	cel2	CL	1	3575,77002	514,5300293	2769,709961	V87387101	X5358102	1	CL - SMARTPHONE	CL - PREMIUM
33	17/12/2019	lavaseca110kg	LB	1	2936,72998	483,1600037	2704,709961	V101116	L23481181	0	LB - LAVANDERIA	LB - LAVA & SECA
9	08/11/2019	cel3	CL	1	2994,77002	-303,9500122	3331,560059	V87387515	O880205	1	CL - SMARTPHONE	CL - PREMIUM
14	26/12/2019	cel4	CL	1	2899	109,0999985	2703,830078	V000186	X0218184	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	158,3099976	2744,47998	V000186	Z858534	0	CL - SMARTPHONE	CL - PREMIUM
5	04/11/2019	cel6	CL	1	2699	419,480011	2535,139893	V000186	M5048104	0	CL - SMARTPHONE	CL - PREMIUM
33	19/11/2019	tv55	VD	1	2534,959961	-131,8600006	2455,169922	V1048705	O524558	0	VD - TV 55 - 58	VD - TV 55 - 58
33	28/11/2019	lavaseca210kg	LB	1	2677,530029	338,3299866	2703,929932	V8731131	K505108	0	LB - LAVANDERIA	LB - LAVA & SECA
40	03/01/2020	cel1	CL	1	2700	402,5400085	2229,209961	V110033	H5481288	1	CL - SMARTPHONE	CL - PREMIUM
62	13/11/2019	cel2	CL	1	3486,429932	285,7999878	3355,5	V873870875	H415100	1	CL - SMARTPHONE	CL - PREMIUM
25	03/01/2020	lavaseca110kg	LB	1	2699	332,0700073	2716,72998	V87387033	H540032	1	LB - LAVANDERIA	LB - LAVA & SECA
14	26/11/2019	cel3	CL	1	3274,100098	776,960022	2744,679932	V87318875	O81810534	0	CL - SMARTPHONE	CL - PREMIUM
14	26/12/2019	cel4	CL	1	2899	109,0999985	2703,830078	V000186	N300840	0	CL - SMARTPHONE	CL - PREMIUM
1A	03/11/2019	cel5	CL	1	3324,969971	-61,47000122	3331,560059	V87301875	X503415	1	CL - SMARTPHONE	CL - PREMIUM
18	09/12/2019	cel6	CL	1	2814	342,8800049	2861,860107	V1187061	M800151	0	CL - SMARTPHONE	CL - PREMIUM
61	14/11/2019	tv55	VD	1	2254,919922	-336,8999939	2390,47998	V87387615	N0880815	0	VD - TV 55 - 58	VD - TV 55 - 58
87	29/11/2019	lavaseca210kg	LB	1	2678	529,789978	1918,680054	V101443	H458155	0	LB - LAVANDERIA	LB - LAVA & SECA
23	18/11/2019	cel1	CL	1	2699	297,980011	2711,179932	V1035871	N818824	1	CL - SMARTPHONE	CL - PREMIUM
52	06/12/2019	cel2	CL	1	3399	211,7299957	3401,719971	V110108	X0481508	1	CL - SMARTPHONE	CL - PREMIUM
87	27/12/2019	lavaseca110kg	LB	1	2965,370117	586,039978	1981,660034	V8731135	Y2058112	1	LB - LAVANDERIA	LB - LAVA & SECA
7D	16/12/2019	cel3	CL	1	3620	307,75	3227,959961	V8730388	W1308180	1	CL - SMARTPHONE	CL - PREMIUM
14	26/12/2019	cel4	CL	1	2899	-64,83000183	2703,830078	V000186	W833543	0	CL - SMARTPHONE	CL - PREMIUM
77	20/11/2019	cel5	CL	1	3050	-367,9100037	3665,27002	V1038756	H420401	1	CL - SMARTPHONE	CL - PREMIUM
46	06/12/2019	cel6	CL	1	2699	239,7299957	2535,139893	V111665	Z3851811	1	CL - SMARTPHONE	CL - PREMIUM
4	04/01/2020	tv55	VD	1	2499,399902	200,3200073	2455,169922	V87313873	H551810	1	VD - TV 55 - 58	VD - TV 55 - 58
33	11/11/2019	lavaseca210kg	LB	1	3031,5	213,0099945	2584,48999	V000186	M4481025	0	LB - LAVANDERIA	LB - LAVA & SECA
1B	04/01/2020	cel1	CL	1	2814,610107	508,3099976	2141,73999	V111413	B3581124	1	CL - SMARTPHONE	CL - PREMIUM
40	22/11/2019	cel2	CL	1	3569,219971	504,1700134	3000,929932	V111841	Z850054	1	CL - SMARTPHONE	CL - PREMIUM
83	17/12/2019	lavaseca110kg	LB	1	2849,129883	427,1700134	2681,209961	V000186	H513504	0	LB - LAVANDERIA	LB - LAVA & SECA
41	27/11/2019	cel3	CL	1	3690	379,9299927	3331,560059	V101511	I0010818	1	CL - SMARTPHONE	CL - PREMIUM
14	26/12/2019	cel4	CL	1	2899	51,13000107	2703,830078	V000186	M5523581	0	CL - SMARTPHONE	CL - PREMIUM
14	02/12/2019	cel5	CL	1	3199	71,36000061	2744,47998	V000186	N5300814	0	CL - SMARTPHONE	CL - PREMIUM
5	01/11/2019	cel6	CL	1	2841,949951	199,7100067	2535,139893	V000186	H300405	0	CL - SMARTPHONE	CL - PREMIUM
4	04/01/2020	tv55	VD	1	2535	281,0100098	2455,169922	V111030	K2181808	1	VD - TV 55 - 58	VD - TV 55 - 58
33	14/12/2019	lavaseca210kg	LB	1	2966	483,4500122	2704,709961	V1038781	K200010	1	LB - LAVANDERIA	LB - LAVA & SECA
7D	02/01/2020	cel1	CL	1	2787,389893	396,9700012	2229,209961	V8731114	L228224	0	CL - SMARTPHONE	CL - PREMIUM
22	17/11/2019	cel2	CL	1	3514,98999	342,7600098	3401,719971	V873870871	B8114318	1	CL - SMARTPHONE	CL - PREMIUM
33	29/11/2019	lavaseca110kg	LB	1	2678,310059	305,019989	2658,689941	V000186	B33048181	0	LB - LAVANDERIA	LB - LAVA & SECA
40	20/12/2019	cel3	CL	1	3320	108,4800034	3227,949951	V103131	X053405	1	CL - SMARTPHONE	CL - PREMIUM
14	26/12/2019	cel4	CL	1	2899	-64,83000183	2703,830078	V000186	V102000	0	CL - SMARTPHONE	CL - PREMIUM
14	02/12/2019	cel5	CL	1	3199	71,36000061	2744,47998	V000186	H4508153	0	CL - SMARTPHONE	CL - PREMIUM
48	07/12/2019	cel6	CL	1	2855,780029	380,4400024	2535,139893	V1187408	M8508818	1	CL - SMARTPHONE	CL - PREMIUM
4	04/01/2020	tv55	VD	1	2499,060059	203,5500031	2455,169922	V111030	X052585	1	VD - TV 55 - 58	VD - TV 55 - 58
74	28/11/2019	lavaseca210kg	LB	1	2699,100098	507,230011	2571,840088	V000186	W812015	0	LB - LAVANDERIA	LB - LAVA & SECA
7D	22/11/2019	cel1	CL	1	2841,72998	376,0100098	2711,179932	V111300	H432052	1	CL - SMARTPHONE	CL - PREMIUM
